path,loc,cc
src\transformers\models\mimi\__init__.py,10,0
src\transformers\models\minimax\__init__.py,10,0
src\transformers\models\ministral\__init__.py,10,0
src\transformers\models\mixtral\__init__.py,10,0
src\transformers\models\mlcd\__init__.py,10,0
src\transformers\models\mm_grounding_dino\__init__.py,10,0
src\transformers\models\mobilevitv2\__init__.py,10,0
src\transformers\models\modernbert\__init__.py,10,0
src\transformers\models\modernbert_decoder\__init__.py,10,0
src\transformers\models\moonshine\__init__.py,10,0
src\transformers\models\moshi\__init__.py,10,0
src\transformers\models\mpt\__init__.py,10,0
src\transformers\models\mra\__init__.py,10,0
src\transformers\models\musicgen_melody\__init__.py,10,0
src\transformers\models\nemotron\__init__.py,10,0
src\transformers\models\nllb\__init__.py,10,0
src\transformers\models\nllb_moe\__init__.py,10,0
src\transformers\models\nystromformer\__init__.py,10,0
src\transformers\models\olmo\__init__.py,10,0
src\transformers\models\olmo2\__init__.py,10,0
src\transformers\models\olmo3\__init__.py,10,0
src\transformers\models\olmoe\__init__.py,10,0
src\transformers\models\patchtsmixer\__init__.py,10,0
src\transformers\models\patchtst\__init__.py,10,0
src\transformers\models\pegasus_x\__init__.py,10,0
src\transformers\models\persimmon\__init__.py,10,0
src\transformers\models\phi\__init__.py,10,0
src\transformers\models\phi3\__init__.py,10,0
src\transformers\models\phimoe\__init__.py,10,0
src\transformers\models\pop2piano\__init__.py,10,0
src\transformers\models\pvt_v2\__init__.py,10,0
src\transformers\models\qwen2_moe\__init__.py,10,0
src\transformers\models\qwen3\__init__.py,10,0
src\transformers\models\qwen3_moe\__init__.py,10,0
src\transformers\models\qwen3_next\__init__.py,10,0
src\transformers\models\qwen3_vl_moe\__init__.py,10,0
src\transformers\models\recurrent_gemma\__init__.py,10,0
src\transformers\models\rt_detr_v2\__init__.py,10,0
src\transformers\models\rwkv\__init__.py,10,0
src\transformers\models\seamless_m4t_v2\__init__.py,10,0
src\transformers\models\seed_oss\__init__.py,10,0
src\transformers\models\sew\__init__.py,10,0
src\transformers\models\sew_d\__init__.py,10,0
src\transformers\models\smollm3\__init__.py,10,0
src\transformers\models\stablelm\__init__.py,10,0
src\transformers\models\starcoder2\__init__.py,10,0
src\transformers\models\swinv2\__init__.py,10,0
src\transformers\models\switch_transformers\__init__.py,10,0
src\transformers\models\t5gemma\__init__.py,10,0
src\transformers\models\table_transformer\__init__.py,10,0
src\transformers\models\timesfm\__init__.py,10,0
src\transformers\models\timesformer\__init__.py,10,0
src\transformers\models\time_series_transformer\__init__.py,10,0
src\transformers\models\timm_backbone\__init__.py,10,0
src\transformers\models\umt5\__init__.py,10,0
src\transformers\models\unispeech\__init__.py,10,0
src\transformers\models\unispeech_sat\__init__.py,10,0
src\transformers\models\upernet\__init__.py,10,0
src\transformers\models\vaultgemma\__init__.py,10,0
src\transformers\models\vipllava\__init__.py,10,0
src\transformers\models\visual_bert\__init__.py,10,0
src\transformers\models\vitdet\__init__.py,10,0
src\transformers\models\vitpose_backbone\__init__.py,10,0
src\transformers\models\vit_msn\__init__.py,10,0
src\transformers\models\wav2vec2_conformer\__init__.py,10,0
src\transformers\models\wavlm\__init__.py,10,0
src\transformers\models\xcodec\__init__.py,10,0
src\transformers\models\xlm_roberta_xl\__init__.py,10,0
src\transformers\models\xmod\__init__.py,10,0
src\transformers\models\yoso\__init__.py,10,0
src\transformers\models\zamba\__init__.py,10,0
src\transformers\models\zamba2\__init__.py,10,0
src\transformers\models\deprecated\graphormer\__init__.py,10,0
src\transformers\models\deprecated\mega\__init__.py,10,0
src\transformers\models\deprecated\mmbt\__init__.py,10,0
src\transformers\models\deprecated\nat\__init__.py,10,0
src\transformers\models\deprecated\nezha\__init__.py,10,0
src\transformers\models\deprecated\open_llama\__init__.py,10,0
src\transformers\models\deprecated\qdqbert\__init__.py,10,0
src\transformers\models\deprecated\trajectory_transformer\__init__.py,10,0
src\transformers\models\deprecated\van\__init__.py,10,0
src\transformers\data\datasets\__init__.py,9,0
src\transformers\models\bartpho\__init__.py,9,0
src\transformers\models\bertweet\__init__.py,9,0
src\transformers\models\bert_japanese\__init__.py,9,0
src\transformers\models\byt5\__init__.py,9,0
src\transformers\models\gpt_sw3\__init__.py,9,0
src\transformers\models\mluke\__init__.py,9,0
src\transformers\models\myt5\__init__.py,9,0
src\transformers\models\phobert\__init__.py,9,0
src\transformers\models\wav2vec2_phoneme\__init__.py,9,0
src\transformers\models\wav2vec2_with_lm\__init__.py,9,0
src\transformers\models\deprecated\tapex\__init__.py,9,0
src\transformers\models\esm\openfold_utils\__init__.py,8,0
src\transformers\utils\constants.py,6,0
src\transformers\data\processors\__init__.py,4,0
examples\legacy\seq2seq\__init__.py,3,0
src\transformers\quantizers\__init__.py,3,0
src\transformers\sagemaker\__init__.py,2,0
src\transformers\kernels\falcon_mamba\__init__.py,1,0
benchmark\__init__.py,0,0
tests\__init__.py,0,0
benchmark_v2\benches\__init__.py,0,0
examples\modular-transformers\configuration_dummy.py,0,0
examples\modular-transformers\configuration_super.py,0,0
src\transformers\kernels\__init__.py,0,0
src\transformers\loss\__init__.py,0,0
src\transformers\models\dialogpt\__init__.py,0,0
src\transformers\models\dit\__init__.py,0,0
src\transformers\models\megatron_gpt2\__init__.py,0,0
src\transformers\models\deprecated\bort\__init__.py,0,0
tests\bettertransformer\__init__.py,0,0
tests\generation\__init__.py,0,0
tests\models\__init__.py,0,0
tests\optimization\__init__.py,0,0
tests\pipelines\__init__.py,0,0
tests\tokenization\__init__.py,0,0
tests\trainer\__init__.py,0,0
tests\utils\__init__.py,0,0
tests\models\aimv2\__init__.py,0,0
tests\models\albert\__init__.py,0,0
tests\models\align\__init__.py,0,0
tests\models\altclip\__init__.py,0,0
tests\models\apertus\__init__.py,0,0
tests\models\arcee\__init__.py,0,0
tests\models\aria\__init__.py,0,0
tests\models\audio_spectrogram_transformer\__init__.py,0,0
tests\models\auto\__init__.py,0,0
tests\models\autoformer\__init__.py,0,0
tests\models\aya_vision\__init__.py,0,0
tests\models\bamba\__init__.py,0,0
tests\models\bark\__init__.py,0,0
tests\models\bart\__init__.py,0,0
tests\models\barthez\__init__.py,0,0
tests\models\bartpho\__init__.py,0,0
tests\models\beit\__init__.py,0,0
tests\models\bert\__init__.py,0,0
tests\models\bertweet\__init__.py,0,0
tests\models\bert_generation\__init__.py,0,0
tests\models\bert_japanese\__init__.py,0,0
tests\models\bigbird_pegasus\__init__.py,0,0
tests\models\big_bird\__init__.py,0,0
tests\models\biogpt\__init__.py,0,0
tests\models\bit\__init__.py,0,0
tests\models\bitnet\__init__.py,0,0
tests\models\blenderbot\__init__.py,0,0
tests\models\blenderbot_small\__init__.py,0,0
tests\models\blip\__init__.py,0,0
tests\models\blip_2\__init__.py,0,0
tests\models\bloom\__init__.py,0,0
tests\models\blt\__init__.py,0,0
tests\models\bridgetower\__init__.py,0,0
tests\models\bros\__init__.py,0,0
tests\models\byt5\__init__.py,0,0
tests\models\camembert\__init__.py,0,0
tests\models\canine\__init__.py,0,0
tests\models\chameleon\__init__.py,0,0
tests\models\chinese_clip\__init__.py,0,0
tests\models\clap\__init__.py,0,0
tests\models\clip\__init__.py,0,0
tests\models\clipseg\__init__.py,0,0
tests\models\clvp\__init__.py,0,0
tests\models\codegen\__init__.py,0,0
tests\models\code_llama\__init__.py,0,0
tests\models\cohere\__init__.py,0,0
tests\models\cohere2\__init__.py,0,0
tests\models\cohere2_vision\__init__.py,0,0
tests\models\colpali\__init__.py,0,0
tests\models\colqwen2\__init__.py,0,0
tests\models\conditional_detr\__init__.py,0,0
tests\models\convbert\__init__.py,0,0
tests\models\convnext\__init__.py,0,0
tests\models\convnextv2\__init__.py,0,0
tests\models\cpm\__init__.py,0,0
tests\models\cpmant\__init__.py,0,0
tests\models\csm\__init__.py,0,0
tests\models\ctrl\__init__.py,0,0
tests\models\cvt\__init__.py,0,0
tests\models\dab_detr\__init__.py,0,0
tests\models\dac\__init__.py,0,0
tests\models\data2vec\__init__.py,0,0
tests\models\dbrx\__init__.py,0,0
tests\models\deberta\__init__.py,0,0
tests\models\deberta_v2\__init__.py,0,0
tests\models\decision_transformer\__init__.py,0,0
tests\models\deepseek_v2\__init__.py,0,0
tests\models\deepseek_v3\__init__.py,0,0
tests\models\deepseek_vl\__init__.py,0,0
tests\models\deepseek_vl_hybrid\__init__.py,0,0
tests\models\deformable_detr\__init__.py,0,0
tests\models\deit\__init__.py,0,0
tests\models\depth_anything\__init__.py,0,0
tests\models\depth_pro\__init__.py,0,0
tests\models\detr\__init__.py,0,0
tests\models\dia\__init__.py,0,0
tests\models\diffllama\__init__.py,0,0
tests\models\dinat\__init__.py,0,0
tests\models\dinov2\__init__.py,0,0
tests\models\dinov2_with_registers\__init__.py,0,0
tests\models\dinov3_convnext\__init__.py,0,0
tests\models\dinov3_vit\__init__.py,0,0
tests\models\distilbert\__init__.py,0,0
tests\models\dit\__init__.py,0,0
tests\models\doge\__init__.py,0,0
tests\models\donut\__init__.py,0,0
tests\models\dots1\__init__.py,0,0
tests\models\dpr\__init__.py,0,0
tests\models\dpt\__init__.py,0,0
tests\models\d_fine\__init__.py,0,0
tests\models\edgetam\__init__.py,0,0
tests\models\edgetam_video\__init__.py,0,0
tests\models\efficientloftr\__init__.py,0,0
tests\models\efficientnet\__init__.py,0,0
tests\models\electra\__init__.py,0,0
tests\models\emu3\__init__.py,0,0
tests\models\encodec\__init__.py,0,0
tests\models\encoder_decoder\__init__.py,0,0
tests\models\eomt\__init__.py,0,0
tests\models\ernie\__init__.py,0,0
tests\models\ernie4_5\__init__.py,0,0
tests\models\ernie4_5_moe\__init__.py,0,0
tests\models\esm\__init__.py,0,0
tests\models\evolla\__init__.py,0,0
tests\models\exaone4\__init__.py,0,0
tests\models\falcon\__init__.py,0,0
tests\models\falcon_h1\__init__.py,0,0
tests\models\falcon_mamba\__init__.py,0,0
tests\models\fastspeech2_conformer\__init__.py,0,0
tests\models\flaubert\__init__.py,0,0
tests\models\flava\__init__.py,0,0
tests\models\flex_olmo\__init__.py,0,0
tests\models\florence2\__init__.py,0,0
tests\models\fnet\__init__.py,0,0
tests\models\focalnet\__init__.py,0,0
tests\models\fsmt\__init__.py,0,0
tests\models\funnel\__init__.py,0,0
tests\models\fuyu\__init__.py,0,0
tests\models\gemma\__init__.py,0,0
tests\models\gemma2\__init__.py,0,0
tests\models\gemma3\__init__.py,0,0
tests\models\gemma3n\__init__.py,0,0
tests\models\git\__init__.py,0,0
tests\models\glm\__init__.py,0,0
tests\models\glm4\__init__.py,0,0
tests\models\glm4v\__init__.py,0,0
tests\models\glm4v_moe\__init__.py,0,0
tests\models\glm4_moe\__init__.py,0,0
tests\models\glpn\__init__.py,0,0
tests\models\got_ocr2\__init__.py,0,0
tests\models\gpt2\__init__.py,0,0
tests\models\gptj\__init__.py,0,0
tests\models\gpt_bigcode\__init__.py,0,0
tests\models\gpt_neo\__init__.py,0,0
tests\models\gpt_neox\__init__.py,0,0
tests\models\gpt_neox_japanese\__init__.py,0,0
tests\models\gpt_oss\__init__.py,0,0
tests\models\gpt_sw3\__init__.py,0,0
tests\models\granite\__init__.py,0,0
tests\models\granitemoe\__init__.py,0,0
tests\models\granitemoehybrid\__init__.py,0,0
tests\models\granitemoeshared\__init__.py,0,0
tests\models\granite_speech\__init__.py,0,0
tests\models\grounding_dino\__init__.py,0,0
tests\models\groupvit\__init__.py,0,0
tests\models\helium\__init__.py,0,0
tests\models\herbert\__init__.py,0,0
tests\models\hgnet_v2\__init__.py,0,0
tests\models\hiera\__init__.py,0,0
tests\models\hubert\__init__.py,0,0
tests\models\hunyuan_v1_dense\__init__.py,0,0
tests\models\hunyuan_v1_moe\__init__.py,0,0
tests\models\ibert\__init__.py,0,0
tests\models\idefics\__init__.py,0,0
tests\models\idefics2\__init__.py,0,0
tests\models\idefics3\__init__.py,0,0
tests\models\ijepa\__init__.py,0,0
tests\models\imagegpt\__init__.py,0,0
tests\models\informer\__init__.py,0,0
tests\models\instructblip\__init__.py,0,0
tests\models\instructblipvideo\__init__.py,0,0
tests\models\internvl\__init__.py,0,0
tests\models\jamba\__init__.py,0,0
tests\models\janus\__init__.py,0,0
tests\models\jetmoe\__init__.py,0,0
tests\models\kosmos2\__init__.py,0,0
tests\models\kosmos2_5\__init__.py,0,0
tests\models\kyutai_speech_to_text\__init__.py,0,0
tests\models\layoutlm\__init__.py,0,0
tests\models\layoutlmv2\__init__.py,0,0
tests\models\layoutlmv3\__init__.py,0,0
tests\models\layoutxlm\__init__.py,0,0
tests\models\led\__init__.py,0,0
tests\models\levit\__init__.py,0,0
tests\models\lfm2\__init__.py,0,0
tests\models\lfm2_vl\__init__.py,0,0
tests\models\lightglue\__init__.py,0,0
tests\models\lilt\__init__.py,0,0
tests\models\llama\__init__.py,0,0
tests\models\llama4\__init__.py,0,0
tests\models\llava\__init__.py,0,0
tests\models\llava_next\__init__.py,0,0
tests\models\llava_next_video\__init__.py,0,0
tests\models\llava_onevision\__init__.py,0,0
tests\models\longcat_flash\__init__.py,0,0
tests\models\longformer\__init__.py,0,0
tests\models\longt5\__init__.py,0,0
tests\models\luke\__init__.py,0,0
tests\models\lxmert\__init__.py,0,0
tests\models\m2m_100\__init__.py,0,0
tests\models\mamba\__init__.py,0,0
tests\models\mamba2\__init__.py,0,0
tests\models\marian\__init__.py,0,0
tests\models\markuplm\__init__.py,0,0
tests\models\mask2former\__init__.py,0,0
tests\models\maskformer\__init__.py,0,0
tests\models\mbart\__init__.py,0,0
tests\models\mbart50\__init__.py,0,0
tests\models\megatron_bert\__init__.py,0,0
tests\models\megatron_gpt2\__init__.py,0,0
tests\models\metaclip_2\__init__.py,0,0
tests\models\mgp_str\__init__.py,0,0
tests\models\mimi\__init__.py,0,0
tests\models\minimax\__init__.py,0,0
tests\models\ministral\__init__.py,0,0
tests\models\mistral\__init__.py,0,0
tests\models\mistral3\__init__.py,0,0
tests\models\mixtral\__init__.py,0,0
tests\models\mlcd\__init__.py,0,0
tests\models\mllama\__init__.py,0,0
tests\models\mluke\__init__.py,0,0
tests\models\mm_grounding_dino\__init__.py,0,0
tests\models\mobilebert\__init__.py,0,0
tests\models\mobilenet_v1\__init__.py,0,0
tests\models\mobilenet_v2\__init__.py,0,0
tests\models\mobilevit\__init__.py,0,0
tests\models\mobilevitv2\__init__.py,0,0
tests\models\modernbert\__init__.py,0,0
tests\models\modernbert_decoder\__init__.py,0,0
tests\models\moonshine\__init__.py,0,0
tests\models\moshi\__init__.py,0,0
tests\models\mpnet\__init__.py,0,0
tests\models\mpt\__init__.py,0,0
tests\models\mra\__init__.py,0,0
tests\models\mt5\__init__.py,0,0
tests\models\musicgen\__init__.py,0,0
tests\models\musicgen_melody\__init__.py,0,0
tests\models\mvp\__init__.py,0,0
tests\models\myt5\__init__.py,0,0
tests\models\nemotron\__init__.py,0,0
tests\models\nllb\__init__.py,0,0
tests\models\nllb_moe\__init__.py,0,0
tests\models\nougat\__init__.py,0,0
tests\models\nystromformer\__init__.py,0,0
tests\models\olmo\__init__.py,0,0
tests\models\olmo2\__init__.py,0,0
tests\models\olmo3\__init__.py,0,0
tests\models\olmoe\__init__.py,0,0
tests\models\omdet_turbo\__init__.py,0,0
